term,tf-idf,document
картинка,0.0001422352,48.txt
картинка,0.0001422352,49.txt
ситуация,0.0001422352,16.txt
ситуация,0.0001422352,17.txt
ситуация,0.0001422352,87.txt
смочь,0.0001422352,15.txt
теперь,0.0001422352,87.txt
теперь,0.0001422352,94.txt
теперь,0.0001422352,96.txt
теперь,0.0001422352,97.txt
уровень,0.0001422352,13.txt
жизнь,0.000142205,6.txt
команда,0.000142205,14.txt
команда,0.000142205,25.txt
команда,0.000142205,63.txt
ну,0.000142205,12.txt
ну,0.000142205,29.txt
ну,0.000142205,33.txt
ну,0.000142205,34.txt
последний,0.000142205,12.txt
рабочий,0.000142205,25.txt
результат,0.000142205,29.txt
результат,0.000142205,33.txt
результат,0.000142205,34.txt
следующий,0.000142205,11.txt
быстро,0.0001421304,53.txt
заказ,0.0001421304,31.txt
заказ,0.0001421304,46.txt
заказ,0.0001421304,48.txt
заказ,0.0001421304,49.txt
заказ,0.0001421304,53.txt
защита,0.0001421304,31.txt
источник,0.0001421304,43.txt
источник,0.0001421304,44.txt
общий,0.0001421304,43.txt
общий,0.0001421304,44.txt
российский,0.0001421304,43.txt
российский,0.0001421304,44.txt
российский,0.0001421304,53.txt
сразу,0.0001421304,52.txt
сразу,0.0001421304,77.txt
сразу,0.0001421304,80.txt
сразу,0.0001421304,81.txt
точно,0.0001421304,43.txt
точно,0.0001421304,44.txt
или,0.0001420034,10.txt
и,0.0001419605,6.txt
с,0.0001419422,51.txt
с,0.0001419422,57.txt
с,0.0001419422,58.txt
с,0.0001419422,7.txt
аварийный,0.000141825,1.txt
аварийный,0.000141825,13.txt
аварийный,0.000141825,2.txt
аварийный,0.000141825,20.txt
аварийный,0.000141825,55.txt
автоматически,0.000141825,1.txt
автоматически,0.000141825,13.txt
автоматически,0.000141825,16.txt
автоматически,0.000141825,2.txt
автоматически,0.000141825,20.txt
автоматически,0.000141825,55.txt
автоматически,0.000141825,78.txt
автоматически,0.000141825,85.txt
автоматически,0.000141825,87.txt
аналогичный,0.000141825,32.txt
аналогичный,0.000141825,60.txt
аналогичный,0.000141825,64.txt
аналогичный,0.000141825,65.txt
аудио,0.000141825,15.txt
аудио,0.000141825,16.txt
аудио,0.000141825,55.txt
благодаря,0.000141825,27.txt
благодаря,0.000141825,32.txt
благодаря,0.000141825,67.txt
благодаря,0.000141825,70.txt
благодаря,0.000141825,72.txt
благодаря,0.000141825,74.txt
благодаря,0.000141825,75.txt
благодаря,0.000141825,84.txt
бороться,0.000141825,15.txt
бороться,0.000141825,55.txt
бороться,0.000141825,70.txt
бороться,0.000141825,74.txt
бороться,0.000141825,75.txt
бороться,0.000141825,86.txt
бороться,0.000141825,87.txt
браузер,0.000141825,15.txt
браузер,0.000141825,27.txt
включая,0.000141825,17.txt
включая,0.000141825,71.txt
включая,0.000141825,85.txt
включая,0.000141825,86.txt
включая,0.000141825,87.txt
воспользоваться,0.000141825,60.txt
воспользоваться,0.000141825,64.txt
воспользоваться,0.000141825,65.txt
воспользоваться,0.000141825,67.txt
воспользоваться,0.000141825,70.txt
воспользоваться,0.000141825,74.txt
воспользоваться,0.000141825,75.txt
воспользоваться,0.000141825,86.txt
воспринимать,0.000141825,1.txt
воспринимать,0.000141825,16.txt
воспринимать,0.000141825,17.txt
воспринимать,0.000141825,2.txt
воспринимать,0.000141825,20.txt
воспринимать,0.000141825,67.txt
воспринимать,0.000141825,85.txt
воспринимать,0.000141825,86.txt
воспринимать,0.000141825,87.txt
встречаться,0.000141825,17.txt
встречаться,0.000141825,78.txt
вуз,0.000141825,1.txt
вуз,0.000141825,13.txt
вуз,0.000141825,2.txt
вуз,0.000141825,20.txt
вуз,0.000141825,78.txt
выкладывать,0.000141825,70.txt
выкладывать,0.000141825,71.txt
выкладывать,0.000141825,74.txt
выкладывать,0.000141825,75.txt
выполнение,0.000141825,67.txt
выполнение,0.000141825,70.txt
выполнение,0.000141825,71.txt
выполнение,0.000141825,72.txt
выполнение,0.000141825,73.txt
выполнение,0.000141825,74.txt
выполнение,0.000141825,75.txt
глобальный,0.000141825,1.txt
глобальный,0.000141825,16.txt
глобальный,0.000141825,17.txt
глобальный,0.000141825,2.txt
глобальный,0.000141825,20.txt
глобальный,0.000141825,78.txt
деградация,0.000141825,27.txt
деградация,0.000141825,70.txt
деградация,0.000141825,74.txt
деградация,0.000141825,75.txt
десктопный,0.000141825,1.txt
десктопный,0.000141825,13.txt
десктопный,0.000141825,17.txt
десктопный,0.000141825,2.txt
десктопный,0.000141825,20.txt
десктопный,0.000141825,71.txt
десктопный,0.000141825,72.txt
заказчик,0.000141825,71.txt
заказчик,0.000141825,85.txt
заказчик,0.000141825,87.txt
зато,0.000141825,16.txt
зато,0.000141825,55.txt
зато,0.000141825,67.txt
защитный,0.000141825,1.txt
защитный,0.000141825,13.txt
защитный,0.000141825,15.txt
защитный,0.000141825,2.txt
защитный,0.000141825,20.txt
защитный,0.000141825,71.txt
заявление,0.000141825,26.txt
заявление,0.000141825,60.txt
заявление,0.000141825,64.txt
заявление,0.000141825,65.txt
заявление,0.000141825,86.txt
исключительно,0.000141825,17.txt
исключительно,0.000141825,67.txt
исключительно,0.000141825,85.txt
классический,0.000141825,32.txt
классический,0.000141825,71.txt
критический,0.000141825,15.txt
критический,0.000141825,26.txt
критический,0.000141825,60.txt
критический,0.000141825,64.txt
критический,0.000141825,65.txt
лицо,0.000141825,16.txt
лицо,0.000141825,85.txt
маркетолог,0.000141825,1.txt
маркетолог,0.000141825,15.txt
маркетолог,0.000141825,16.txt
маркетолог,0.000141825,17.txt
маркетолог,0.000141825,2.txt
маркетолог,0.000141825,20.txt
маркетолог,0.000141825,84.txt
менеджер,0.000141825,71.txt
менеджер,0.000141825,84.txt
менеджер,0.000141825,85.txt
напоминать,0.000141825,26.txt
напоминать,0.000141825,55.txt
напоминать,0.000141825,78.txt
напоминать,0.000141825,84.txt
напоминать,0.000141825,86.txt
наука,0.000141825,55.txt
начальный,0.000141825,71.txt
несомненно,0.000141825,1.txt
несомненно,0.000141825,13.txt
несомненно,0.000141825,2.txt
несомненно,0.000141825,20.txt
несомненно,0.000141825,70.txt
несомненно,0.000141825,72.txt
несомненно,0.000141825,74.txt
несомненно,0.000141825,75.txt
обновление,0.000141825,1.txt
обновление,0.000141825,2.txt
обновление,0.000141825,20.txt
обновление,0.000141825,26.txt
общение,0.000141825,17.txt
общение,0.000141825,60.txt
общение,0.000141825,64.txt
общение,0.000141825,65.txt
общение,0.000141825,67.txt
ограничивать,0.000141825,1.txt
ограничивать,0.000141825,13.txt
ограничивать,0.000141825,2.txt
ограничивать,0.000141825,20.txt
ограничивать,0.000141825,32.txt
ограничивать,0.000141825,86.txt
одновременно,0.000141825,26.txt
одновременно,0.000141825,78.txt
ожидание,0.000141825,1.txt
ожидание,0.000141825,15.txt
ожидание,0.000141825,2.txt
ожидание,0.000141825,20.txt
ожидание,0.000141825,67.txt
ожидание,0.000141825,70.txt
ожидание,0.000141825,74.txt
ожидание,0.000141825,75.txt
ожидание,0.000141825,78.txt
ожидать,0.000141825,32.txt
ожидать,0.000141825,71.txt
ожидать,0.000141825,84.txt
опять,0.000141825,26.txt
опять,0.000141825,70.txt
опять,0.000141825,74.txt
опять,0.000141825,75.txt
ответственность,0.000141825,17.txt
ответственность,0.000141825,27.txt
ответственность,0.000141825,84.txt
ответственность,0.000141825,85.txt
отвлекаться,0.000141825,1.txt
отвлекаться,0.000141825,13.txt
отвлекаться,0.000141825,2.txt
отвлекаться,0.000141825,20.txt
отвлекаться,0.000141825,55.txt
отключать,0.000141825,17.txt
отключать,0.000141825,60.txt
отключать,0.000141825,64.txt
отключать,0.000141825,65.txt
отключать,0.000141825,86.txt
отличаться,0.000141825,32.txt
отличаться,0.000141825,67.txt
отличаться,0.000141825,72.txt
отличаться,0.000141825,84.txt
офисный,0.000141825,55.txt
офисный,0.000141825,60.txt
офисный,0.000141825,64.txt
офисный,0.000141825,65.txt
офисный,0.000141825,87.txt
персональный,0.000141825,17.txt
подбор,0.000141825,13.txt
подбор,0.000141825,85.txt
поисковый,0.000141825,1.txt
поисковый,0.000141825,15.txt
поисковый,0.000141825,16.txt
поисковый,0.000141825,2.txt
поисковый,0.000141825,20.txt
поисковый,0.000141825,55.txt
предпочитать,0.000141825,17.txt
предпочитать,0.000141825,60.txt
предпочитать,0.000141825,64.txt
предпочитать,0.000141825,65.txt
предпочитать,0.000141825,67.txt
предпочитать,0.000141825,70.txt
предпочитать,0.000141825,74.txt
предпочитать,0.000141825,75.txt
предпочитать,0.000141825,85.txt
представляться,0.000141825,1.txt
представляться,0.000141825,13.txt
представляться,0.000141825,2.txt
представляться,0.000141825,20.txt
представляться,0.000141825,27.txt
представляться,0.000141825,70.txt
представляться,0.000141825,71.txt
представляться,0.000141825,72.txt
представляться,0.000141825,74.txt
представляться,0.000141825,75.txt
прежде,0.000141825,17.txt
прежде,0.000141825,60.txt
прежде,0.000141825,64.txt
прежде,0.000141825,65.txt
прежде,0.000141825,78.txt
прежний,0.000141825,26.txt
прежний,0.000141825,32.txt
прежний,0.000141825,60.txt
прежний,0.000141825,64.txt
прежний,0.000141825,65.txt
прекрасный,0.000141825,67.txt
прекрасный,0.000141825,84.txt
приглашение,0.000141825,32.txt
проанализировать,0.000141825,1.txt
проанализировать,0.000141825,13.txt
проанализировать,0.000141825,17.txt
проанализировать,0.000141825,2.txt
проанализировать,0.000141825,20.txt
проанализировать,0.000141825,55.txt
провожать,0.000141825,1.txt
провожать,0.000141825,16.txt
провожать,0.000141825,2.txt
провожать,0.000141825,20.txt
провожать,0.000141825,85.txt
провожать,0.000141825,87.txt
процессор,0.000141825,13.txt
процессор,0.000141825,26.txt
расположение,0.000141825,47.txt
расположение,0.000141825,55.txt
рассчитывать,0.000141825,78.txt
руководитель,0.000141825,16.txt
руководитель,0.000141825,17.txt
руководитель,0.000141825,26.txt
руководитель,0.000141825,27.txt
руководитель,0.000141825,47.txt
самостоятельный,0.000141825,1.txt
самостоятельный,0.000141825,13.txt
самостоятельный,0.000141825,2.txt
самостоятельный,0.000141825,20.txt
самостоятельный,0.000141825,32.txt
самостоятельный,0.000141825,67.txt
сегодняшний,0.000141825,27.txt
сегодняшний,0.000141825,32.txt
сегодняшний,0.000141825,71.txt
сегодняшний,0.000141825,72.txt
серия,0.000141825,32.txt
серия,0.000141825,67.txt
сильный,0.000141825,26.txt
сильный,0.000141825,84.txt
синий,0.000141825,47.txt
синий,0.000141825,67.txt
смартфон,0.000141825,15.txt
смартфон,0.000141825,17.txt
смартфон,0.000141825,26.txt
смартфон,0.000141825,47.txt
снимать,0.000141825,16.txt
снимать,0.000141825,47.txt
снимать,0.000141825,67.txt
снимать,0.000141825,86.txt
снимать,0.000141825,87.txt
соцсеть,0.000141825,1.txt
соцсеть,0.000141825,2.txt
соцсеть,0.000141825,20.txt
соцсеть,0.000141825,78.txt
соцсеть,0.000141825,86.txt
соцсеть,0.000141825,87.txt
способность,0.000141825,60.txt
способность,0.000141825,64.txt
способность,0.000141825,65.txt
способность,0.000141825,72.txt
справляться,0.000141825,67.txt
справляться,0.000141825,85.txt
спустя,0.000141825,1.txt
спустя,0.000141825,13.txt
спустя,0.000141825,2.txt
спустя,0.000141825,20.txt
спустя,0.000141825,47.txt
спустя,0.000141825,71.txt
спустя,0.000141825,72.txt
стоимость,0.000141825,55.txt
стоимость,0.000141825,85.txt
структура,0.000141825,27.txt
структура,0.000141825,55.txt
структура,0.000141825,70.txt
структура,0.000141825,74.txt
структура,0.000141825,75.txt
структура,0.000141825,85.txt
товар,0.000141825,13.txt
товар,0.000141825,16.txt
товар,0.000141825,55.txt
товар,0.000141825,60.txt
товар,0.000141825,64.txt
товар,0.000141825,65.txt
трансляция,0.000141825,17.txt
трансляция,0.000141825,27.txt
трансляция,0.000141825,73.txt
трансляция,0.000141825,86.txt
тяжелый,0.000141825,15.txt
тяжелый,0.000141825,26.txt
тяжелый,0.000141825,55.txt
увеличение,0.000141825,15.txt
увеличение,0.000141825,32.txt
увеличение,0.000141825,55.txt
увеличение,0.000141825,70.txt
увеличение,0.000141825,74.txt
увеличение,0.000141825,75.txt
увольнять,0.000141825,1.txt
увольнять,0.000141825,16.txt
увольнять,0.000141825,2.txt
увольнять,0.000141825,20.txt
увольнять,0.000141825,84.txt
увольнять,0.000141825,85.txt
уменьшать,0.000141825,26.txt
уменьшать,0.000141825,47.txt
уменьшать,0.000141825,55.txt
уменьшать,0.000141825,70.txt
уменьшать,0.000141825,74.txt
уменьшать,0.000141825,75.txt
уменьшать,0.000141825,86.txt
успех,0.000141825,15.txt
успех,0.000141825,17.txt
успех,0.000141825,47.txt
успех,0.000141825,73.txt
утверждать,0.000141825,32.txt
утверждать,0.000141825,47.txt
утверждать,0.000141825,55.txt
утверждать,0.000141825,60.txt
утверждать,0.000141825,64.txt
утверждать,0.000141825,65.txt
физически,0.000141825,1.txt
физически,0.000141825,13.txt
физически,0.000141825,2.txt
физически,0.000141825,20.txt
физически,0.000141825,71.txt
физически,0.000141825,72.txt
хобби,0.000141825,1.txt
хобби,0.000141825,13.txt
хобби,0.000141825,2.txt
хобби,0.000141825,20.txt
хобби,0.000141825,47.txt
цвет,0.000141825,15.txt
цвет,0.000141825,47.txt
цвет,0.000141825,55.txt
цвет,0.000141825,67.txt
цвет,0.000141825,85.txt
цвет,0.000141825,87.txt
школьный,0.000141825,1.txt
школьный,0.000141825,13.txt
школьный,0.000141825,2.txt
школьный,0.000141825,20.txt
школьный,0.000141825,47.txt
школьный,0.000141825,67.txt
штатный,0.000141825,1.txt
штатный,0.000141825,13.txt
штатный,0.000141825,2.txt
штатный,0.000141825,20.txt
штатный,0.000141825,55.txt
штатный,0.000141825,60.txt
штатный,0.000141825,64.txt
штатный,0.000141825,65.txt
штатный,0.000141825,84.txt
ядро,0.000141825,26.txt
ядро,0.000141825,27.txt
ядро,0.000141825,70.txt
ядро,0.000141825,74.txt
ядро,0.000141825,75.txt
в,0.000141669,95.txt
вот,0.0001416492,29.txt
вот,0.0001416492,33.txt
вот,0.0001416492,34.txt
вот,0.0001416492,35.txt
вот,0.0001416492,36.txt
вот,0.0001416492,51.txt
вот,0.0001416492,57.txt
вот,0.0001416492,58.txt
делать,0.0001416492,29.txt
делать,0.0001416492,33.txt
делать,0.0001416492,34.txt
делать,0.0001416492,70.txt
делать,0.0001416492,74.txt
делать,0.0001416492,75.txt
другой,0.0001416492,15.txt
другой,0.0001416492,25.txt
другой,0.0001416492,54.txt
зуб,0.0001416492,35.txt
зуб,0.0001416492,36.txt
использовать,0.0001416492,16.txt
нет,0.0001416492,16.txt
взять,0.0001416051,66.txt
готовый,0.0001416051,29.txt
готовый,0.0001416051,33.txt
готовый,0.0001416051,34.txt
готовый,0.0001416051,79.txt
ее,0.0001416051,29.txt
ее,0.0001416051,30.txt
ее,0.0001416051,33.txt
ее,0.0001416051,34.txt
ее,0.0001416051,79.txt
качество,0.0001416051,79.txt
обычно,0.0001416051,66.txt
высокий,0.000141513,10.txt
знать,0.000141513,10.txt
знать,0.000141513,60.txt
знать,0.000141513,64.txt
знать,0.000141513,65.txt
знать,0.000141513,70.txt
знать,0.000141513,74.txt
знать,0.000141513,75.txt
пример,0.000141513,1.txt
пример,0.000141513,2.txt
пример,0.000141513,20.txt
ставить,0.000141513,70.txt
ставить,0.000141513,74.txt
ставить,0.000141513,75.txt
хотеть,0.000141513,71.txt
вариант,0.000141493,17.txt
запускать,0.000141493,17.txt
крутой,0.000141493,17.txt
крутой,0.000141493,25.txt
лаборатория,0.000141493,11.txt
лаборатория,0.000141493,12.txt
перевод,0.000141493,17.txt
показатель,0.000141493,23.txt
посмотреть,0.000141493,14.txt
посмотреть,0.000141493,16.txt
посмотреть,0.000141493,54.txt
принимать,0.000141493,16.txt
рейтинг,0.000141493,23.txt
сша,0.000141493,17.txt
сша,0.000141493,54.txt
сюда,0.000141493,11.txt
сюда,0.000141493,12.txt
фронтенд,0.000141493,14.txt
фронтенд,0.000141493,16.txt
фронтенд,0.000141493,17.txt
фронтенд,0.000141493,25.txt
фронтенд,0.000141493,47.txt
фронтенд,0.000141493,63.txt
день,0.0001414584,31.txt
день,0.0001414584,62.txt
несколько,0.0001414584,52.txt
проходить,0.0001414584,52.txt
проходить,0.0001414584,77.txt
проходить,0.0001414584,80.txt
проходить,0.0001414584,81.txt
путь,0.0001414584,52.txt
путь,0.0001414584,62.txt
когда,0.0001411136,68.txt
когда,0.0001411136,9.txt
работать,0.0001411136,86.txt
риск,0.0001411136,11.txt
от,0.0001408624,37.txt
от,0.0001408624,38.txt
и,0.0001407945,55.txt
же,0.0001407493,39.txt
же,0.0001407493,40.txt
же,0.0001407493,71.txt
просто,0.0001407493,10.txt
с,0.0001407393,3.txt
с,0.0001407393,91.txt
мы,0.000140637,26.txt
в,0.000140503,54.txt
мочь,0.000140287,72.txt
этот,0.000140287,85.txt
в,0.0001402115,61.txt
в,0.0001402115,79.txt
в,0.0001402115,99.txt
вклад,0.0001400751,55.txt
главный,0.0001400751,62.txt
главный,0.0001400751,67.txt
пора,0.0001400751,27.txt
пора,0.0001400751,95.txt
производитель,0.0001400751,30.txt
разрабатывать,0.0001400751,27.txt
разрабатывать,0.0001400751,30.txt
разрабатывать,0.0001400751,95.txt
карьера,0.0001400243,26.txt
карьера,0.0001400243,27.txt
карьера,0.0001400243,32.txt
момент,0.0001400243,88.txt
появляться,0.0001400243,88.txt
предлагать,0.0001400243,88.txt
австралия,0.00014,51.txt
австралия,0.00014,57.txt
австралия,0.00014,58.txt
австралия,0.00014,83.txt
австралия,0.00014,89.txt
австралия,0.00014,90.txt
главное,0.00014,61.txt
главное,0.00014,99.txt
да,0.00014,26.txt
да,0.00014,56.txt
далеко,0.00014,67.txt
ждать,0.00014,56.txt
ждать,0.00014,68.txt
ждать,0.00014,9.txt
интегральный,0.00014,51.txt
интегральный,0.00014,57.txt
интегральный,0.00014,58.txt
интегральный,0.00014,83.txt
интегральный,0.00014,89.txt
интегральный,0.00014,90.txt
конкретный,0.00014,41.txt
конкретный,0.00014,42.txt
конкретный,0.00014,56.txt
краткий,0.00014,51.txt
краткий,0.00014,57.txt
краткий,0.00014,58.txt
намного,0.00014,51.txt
намного,0.00014,57.txt
намного,0.00014,58.txt
некоторые,0.00014,54.txt
никто,0.00014,37.txt
никто,0.00014,38.txt
определять,0.00014,68.txt
определять,0.00014,9.txt
особо,0.00014,41.txt
особо,0.00014,42.txt
отказываться,0.00014,56.txt
отказываться,0.00014,61.txt
отказываться,0.00014,83.txt
отказываться,0.00014,89.txt
отказываться,0.00014,90.txt
отказываться,0.00014,99.txt
поскольку,0.00014,41.txt
поскольку,0.00014,42.txt
поскольку,0.00014,54.txt
поскольку,0.00014,83.txt
поскольку,0.00014,89.txt
поскольку,0.00014,90.txt
потенциальный,0.00014,51.txt
потенциальный,0.00014,54.txt
потенциальный,0.00014,57.txt
потенциальный,0.00014,58.txt
почта,0.00014,51.txt
почта,0.00014,57.txt
почта,0.00014,58.txt
почта,0.00014,68.txt
почта,0.00014,83.txt
почта,0.00014,89.txt
почта,0.00014,9.txt
почта,0.00014,90.txt
производство,0.00014,51.txt
производство,0.00014,57.txt
производство,0.00014,58.txt
сложность,0.00014,54.txt
сложность,0.00014,56.txt
сложность,0.00014,83.txt
сложность,0.00014,89.txt
сложность,0.00014,90.txt
сначала,0.00014,51.txt
сначала,0.00014,56.txt
сначала,0.00014,57.txt
сначала,0.00014,58.txt
событие,0.00014,56.txt
сообщение,0.00014,61.txt
сообщение,0.00014,99.txt
сторона,0.00014,37.txt
сторона,0.00014,38.txt
сторона,0.00014,83.txt
сторона,0.00014,89.txt
сторона,0.00014,90.txt
требовать,0.00014,54.txt
успевать,0.00014,61.txt
успевать,0.00014,99.txt
учет,0.00014,68.txt
учет,0.00014,83.txt
учет,0.00014,89.txt
учет,0.00014,9.txt
учет,0.00014,90.txt
интересный,0.0001399818,68.txt
интересный,0.0001399818,9.txt
их,0.0001399818,13.txt
их,0.0001399818,47.txt
их,0.0001399818,87.txt
пока,0.0001399818,1.txt
пока,0.0001399818,2.txt
пока,0.0001399818,20.txt
программирование,0.0001399818,56.txt
и,0.00013992,27.txt
какой,0.0001398446,55.txt
но,0.0001398446,11.txt
они,0.0001398446,10.txt
даже,0.0001397955,70.txt
даже,0.0001397955,74.txt
даже,0.0001397955,75.txt
один,0.0001397955,25.txt
один,0.0001397955,32.txt
а,0.0001397864,1.txt
а,0.0001397864,2.txt
а,0.0001397864,20.txt
а,0.0001397864,66.txt
до,0.0001397864,66.txt
до,0.0001397864,94.txt
до,0.0001397864,96.txt
до,0.0001397864,97.txt
к,0.0001397864,53.txt
и,0.0001396285,20.txt
дом,0.000139593,41.txt
дом,0.000139593,42.txt
дом,0.000139593,86.txt
думать,0.000139593,41.txt
думать,0.000139593,42.txt
думать,0.000139593,84.txt
думать,0.000139593,85.txt
квантовый,0.000139593,1.txt
квантовый,0.000139593,13.txt
квантовый,0.000139593,2.txt
квантовый,0.000139593,20.txt
квантовый,0.000139593,71.txt
квантовый,0.000139593,84.txt
квантовый,0.000139593,85.txt
квантовый,0.000139593,86.txt
квантовый,0.000139593,87.txt
образ,0.000139593,13.txt
образ,0.000139593,32.txt
образ,0.000139593,78.txt
образ,0.000139593,86.txt
образ,0.000139593,87.txt
основа,0.000139593,32.txt
основа,0.000139593,71.txt
основа,0.000139593,78.txt
открывать,0.000139593,13.txt
переходить,0.000139593,41.txt
переходить,0.000139593,42.txt
переходить,0.000139593,84.txt
переходить,0.000139593,85.txt
скорость,0.000139593,32.txt
топ,0.000139593,1.txt
топ,0.000139593,13.txt
топ,0.000139593,2.txt
топ,0.000139593,71.txt
топ,0.000139593,86.txt
барьер,0.0001395396,28.txt
игра,0.0001395396,28.txt
стартапов,0.0001395396,28.txt
с,0.0001395364,84.txt
почему,0.0001395159,26.txt
почему,0.0001395159,51.txt
почему,0.0001395159,57.txt
почему,0.0001395159,58.txt
условие,0.0001395159,88.txt
без,0.0001394328,78.txt
время,0.0001394328,68.txt
время,0.0001394328,71.txt
время,0.0001394328,9.txt
такой,0.0001394328,71.txt
такой,0.0001394328,83.txt
такой,0.0001394328,89.txt
такой,0.0001394328,90.txt
только,0.0001394328,68.txt
только,0.0001394328,9.txt
хороший,0.0001394328,83.txt
хороший,0.0001394328,89.txt
хороший,0.0001394328,90.txt
август,0.0001393158,53.txt
август,0.0001393158,77.txt
август,0.0001393158,80.txt
август,0.0001393158,81.txt
автомобиль,0.0001393158,39.txt
автомобиль,0.0001393158,40.txt
автопроизводитель,0.0001393158,41.txt
автопроизводитель,0.0001393158,42.txt
адекватно,0.0001393158,41.txt
адекватно,0.0001393158,42.txt
актуальный,0.0001393158,53.txt
актуальный,0.0001393158,63.txt
актуальный,0.0001393158,77.txt
актуальный,0.0001393158,80.txt
актуальный,0.0001393158,81.txt
ами,0.0001393158,73.txt
аналогично,0.0001393158,73.txt
базовый,0.0001393158,11.txt
базовый,0.0001393158,52.txt
бенчмаркать,0.0001393158,73.txt
благодарность,0.0001393158,73.txt
бюджетный,0.0001393158,73.txt
вероятный,0.0001393158,41.txt
вероятный,0.0001393158,42.txt
вмешательство,0.0001393158,41.txt
вмешательство,0.0001393158,42.txt
вовсе,0.0001393158,77.txt
вовсе,0.0001393158,80.txt
вовсе,0.0001393158,81.txt
всемирный,0.0001393158,41.txt
всемирный,0.0001393158,42.txt
выглядеть,0.0001393158,14.txt
выглядеть,0.0001393158,53.txt
выгодный,0.0001393158,73.txt
выдающийся,0.0001393158,73.txt
выжимать,0.0001393158,73.txt
выход,0.0001393158,52.txt
грешить,0.0001393158,73.txt
дважды,0.0001393158,73.txt
дефрагментация,0.0001393158,73.txt
жутко,0.0001393158,73.txt
забавный,0.0001393158,41.txt
забавный,0.0001393158,42.txt
занятый,0.0001393158,73.txt
записывать,0.0001393158,31.txt
заполняться,0.0001393158,73.txt
затрата,0.0001393158,11.txt
затрата,0.0001393158,63.txt
защищать,0.0001393158,11.txt
защищать,0.0001393158,12.txt
защищать,0.0001393158,25.txt
защищать,0.0001393158,39.txt
защищать,0.0001393158,40.txt
зеленый,0.0001393158,77.txt
зеленый,0.0001393158,80.txt
зеленый,0.0001393158,81.txt
знакомый,0.0001393158,39.txt
знакомый,0.0001393158,40.txt
знаменитый,0.0001393158,41.txt
знаменитый,0.0001393158,42.txt
индикатор,0.0001393158,41.txt
индикатор,0.0001393158,42.txt
инфраструктура,0.0001393158,25.txt
итоговый,0.0001393158,73.txt
канада,0.0001393158,41.txt
канада,0.0001393158,42.txt
кластер,0.0001393158,73.txt
клиентский,0.0001393158,73.txt
ко,0.0001393158,12.txt
ко,0.0001393158,53.txt
ко,0.0001393158,77.txt
ко,0.0001393158,80.txt
ко,0.0001393158,81.txt
конкурировать,0.0001393158,41.txt
конкурировать,0.0001393158,42.txt
контроль,0.0001393158,14.txt
копать,0.0001393158,41.txt
копать,0.0001393158,42.txt
кэшировать,0.0001393158,73.txt
математический,0.0001393158,39.txt
математический,0.0001393158,40.txt
многое,0.0001393158,12.txt
многое,0.0001393158,77.txt
многое,0.0001393158,80.txt
многое,0.0001393158,81.txt
мониторинг,0.0001393158,73.txt
монтировать,0.0001393158,73.txt
мошенничество,0.0001393158,41.txt
мошенничество,0.0001393158,42.txt
набор,0.0001393158,25.txt
набор,0.0001393158,39.txt
набор,0.0001393158,40.txt
набор,0.0001393158,53.txt
недоступный,0.0001393158,73.txt
неимоверный,0.0001393158,41.txt
неимоверный,0.0001393158,42.txt
некий,0.0001393158,41.txt
некий,0.0001393158,42.txt
некий,0.0001393158,73.txt
необходимость,0.0001393158,63.txt
нигде,0.0001393158,73.txt
низко,0.0001393158,11.txt
низко,0.0001393158,14.txt
низко,0.0001393158,39.txt
низко,0.0001393158,40.txt
нормальный,0.0001393158,25.txt
нормальный,0.0001393158,52.txt
обратный,0.0001393158,77.txt
обратный,0.0001393158,80.txt
обратный,0.0001393158,81.txt
оживлять,0.0001393158,41.txt
оживлять,0.0001393158,42.txt
окончательно,0.0001393158,41.txt
окончательно,0.0001393158,42.txt
определение,0.0001393158,11.txt
определение,0.0001393158,63.txt
оптимизация,0.0001393158,12.txt
оптимизация,0.0001393158,52.txt
отдавать,0.0001393158,11.txt
отдавать,0.0001393158,39.txt
отдавать,0.0001393158,40.txt
отличный,0.0001393158,31.txt
отличный,0.0001393158,52.txt
перезапись,0.0001393158,73.txt
перемещать,0.0001393158,73.txt
перенести,0.0001393158,41.txt
перенести,0.0001393158,42.txt
перенос,0.0001393158,73.txt
пирамида,0.0001393158,41.txt
пирамида,0.0001393158,42.txt
планета,0.0001393158,12.txt
планета,0.0001393158,25.txt
подразумевать,0.0001393158,73.txt
полагать,0.0001393158,11.txt
полагать,0.0001393158,14.txt
полагать,0.0001393158,52.txt
полоса,0.0001393158,25.txt
получение,0.0001393158,31.txt
понедельник,0.0001393158,73.txt
последующий,0.0001393158,41.txt
последующий,0.0001393158,42.txt
построение,0.0001393158,12.txt
построение,0.0001393158,25.txt
построение,0.0001393158,31.txt
построение,0.0001393158,52.txt
построение,0.0001393158,77.txt
построение,0.0001393158,80.txt
построение,0.0001393158,81.txt
потребность,0.0001393158,73.txt
потребоваться,0.0001393158,53.txt
привлекательный,0.0001393158,73.txt
пробежаться,0.0001393158,41.txt
пробежаться,0.0001393158,42.txt
провал,0.0001393158,73.txt
производить,0.0001393158,53.txt
пространство,0.0001393158,31.txt
пространство,0.0001393158,77.txt
пространство,0.0001393158,80.txt
пространство,0.0001393158,81.txt
процитировать,0.0001393158,41.txt
процитировать,0.0001393158,42.txt
пуля,0.0001393158,73.txt
разгонный,0.0001393158,41.txt
разгонный,0.0001393158,42.txt
реальность,0.0001393158,11.txt
